V1,V2,V3
-124.966480446927,49.9495798319328,-175.375
-124.949720670391,49.9495798319328,-171.184997558594
-124.932960893855,49.9495798319328,-153.877502441406
-124.916201117318,49.9495798319328,-51.377498626709
-124.899441340782,49.9495798319328,-7.62750005722046
-124.882681564246,49.9495798319328,2.12249994277954
-124.865921787709,49.9495798319328,13.4825000762939
-124.849162011173,49.9495798319328,-0.867500007152557
-124.832402234637,49.9495798319328,-4.94750022888184
-124.815642458101,49.9495798319328,8.21249961853027
-124.798882681564,49.9495798319328,0.407499998807907
-124.782122905028,49.9495798319328,20.6774997711182
-124.765363128492,49.9495798319328,-18.1825008392334
-124.748603351955,49.9495798319328,-93.932502746582
-124.731843575419,49.9495798319328,-93.3724975585938
-124.715083798883,49.9495798319328,27.1574993133545
-124.698324022346,49.9495798319328,92.6675033569336
-124.68156424581,49.9495798319328,153.767501831055
-124.664804469274,49.9495798319328,153.197494506836
-124.648044692737,49.9495798319328,173.307495117188
-124.631284916201,49.9495798319328,322.767486572266
-124.614525139665,49.9495798319328,339.927490234375
-124.597765363128,49.9495798319328,273.947509765625
-124.581005586592,49.9495798319328,227.197494506836
-124.564245810056,49.9495798319328,284.497497558594
-124.54748603352,49.9495798319328,66.4175033569336
-124.530726256983,49.9495798319328,110.423835754395
-124.513966480447,49.9495798319328,193.583831787109
-124.497206703911,49.9495798319328,110.663833618164
-124.480446927374,49.9495798319328,381.753845214844
-124.463687150838,49.9495798319328,879.733825683594
-124.446927374302,49.9495798319328,628.123840332031
-124.430167597765,49.9495798319328,207.883834838867
-124.413407821229,49.9495798319328,233.343841552734
-124.396648044693,49.9495798319328,519.205200195312
-124.379888268156,49.9495798319328,505.415161132812
-124.36312849162,49.9495798319328,398.875183105469
-124.346368715084,49.9495798319328,258.205169677734
-124.329608938547,49.9495798319328,234.615173339844
-124.312849162011,49.9495798319328,206.975173950195
-124.296089385475,49.9495798319328,237.195175170898
-124.279329608939,49.9495798319328,302.295166015625
-124.262569832402,49.9495798319328,541.130737304688
-124.245810055866,49.9495798319328,560.150756835938
-124.22905027933,49.9495798319328,573.5107421875
-124.212290502793,49.9495798319328,980.700744628906
-124.195530726257,49.9495798319328,1301.28076171875
-124.178770949721,49.9495798319328,1223.81079101562
-124.162011173184,49.9495798319328,1239.18078613281
-124.145251396648,49.9495798319328,1285.93078613281
-124.128491620112,49.9495798319328,1132.03503417969
-124.111731843575,49.9495798319328,1097.90502929688
-124.094972067039,49.9495798319328,552.974975585938
-124.078212290503,49.9495798319328,377.334991455078
-124.061452513966,49.9495798319328,806.544982910156
-124.04469273743,49.9495798319328,262.165008544922
-124.027932960894,49.9495798319328,387.515014648438
-124.011173184358,49.9495798319328,369.345001220703
-123.994413407821,49.9495798319328,305.380004882812
-123.977653631285,49.9495798319328,-346.059997558594
-123.960893854749,49.9495798319328,153.300003051758
-123.944134078212,49.9495798319328,721.330017089844
-123.927374301676,49.9495798319328,1231.36999511719
-123.91061452514,49.9495798319328,1371.42004394531
-123.893854748603,49.9495798319328,1137.58996582031
-123.877094972067,49.9495798319328,581.909973144531
-123.860335195531,49.9495798319328,540.911804199219
-123.843575418994,49.9495798319328,735.021789550781
-123.826815642458,49.9495798319328,570.171752929688
-123.810055865922,49.9495798319328,604.221801757812
-123.793296089385,49.9495798319328,839.771789550781
-123.776536312849,49.9495798319328,519.341796875
-123.759776536313,49.9495798319328,466.581787109375
-123.743016759777,49.9495798319328,494.661773681641
-123.72625698324,49.9495798319328,798.526977539062
-123.709497206704,49.9495798319328,552.536987304688
-123.692737430168,49.9495798319328,655.616943359375
-123.675977653631,49.9495798319328,647.036987304688
-123.659217877095,49.9495798319328,651.466979980469
-123.642458100559,49.9495798319328,741.526977539062
-123.625698324022,49.9495798319328,1199.03698730469
-123.608938547486,49.9495798319328,1566.51696777344
-123.59217877095,49.9495798319328,1442.1064453125
-123.575418994413,49.9495798319328,1570.86645507812
-123.558659217877,49.9495798319328,1570.28649902344
-123.541899441341,49.9495798319328,1535.48645019531
-123.525139664804,49.9495798319328,1173.896484375
-123.508379888268,49.9495798319328,1146.06640625
-123.491620111732,49.9495798319328,1738.47644042969
-123.474860335196,49.9495798319328,1619.87646484375
-123.458100558659,49.9495798319328,1350.51794433594
-123.441340782123,49.9495798319328,1138.10803222656
-123.424581005587,49.9495798319328,790.867980957031
-123.40782122905,49.9495798319328,531.847961425781
-123.391061452514,49.9495798319328,469.337982177734
-123.374301675978,49.9495798319328,549.987976074219
-123.357541899441,49.9495798319328,623.107971191406
-123.340782122905,49.9495798319328,735.41796875
-123.324022346369,49.9495798319328,620.518005371094
